id	file	artist	title	standard	audio	renderer	extra
0	Y4002_01	小室弥須彦	Brass Nation	GS	SC-88		
1	Y4002_02	平下政志, 平下和子	Myth	GS	SC-88		
2	Y4002_03	Adrian Scott	Skatey Eight	GS	SC-88		
3	Y4002_04	坂上暢, 関和則	TOXOPLASMA	GS	SC-88		
4	Y4002_05	Marvin Sanders	Opus 88	GS	SC-88		
5	Y4002_06	久光浩	韋駄天	GS	SC-88		
6	Y4002_07	大田川恭子	Mid Night Chaser	GS	SC-88		
