id	file	artist	title	standard	audio	renderer	extra
0	j-choir	平下政志, 平下和子	Eternal Love	GS	SC-8820	Lumière Élevé	
1	j-scat	平下政志, 平下和子	Glowin'	GS	SC-8820	Lumière Élevé	
2	dance	谷平五	Wall Five Mix II	GS	SC-8820	Lumière Élevé	
3	26orchst	久光浩, 本郷久恵	Space Battle	GS	SC-8820	Lumière Élevé	
4	fusion	新沢健一郎	Fusion Mania	GS	SC-8820	Lumière Élevé	
5	r-blues	清水勝介	Smokin' Man	GS	SC-8820	Lumière Élevé	
6	jazz	加藤雄紀	Reconfirmation	GS	SC-8820	Lumière Élevé	
7	sfx	松浦直樹	侍	GS	SC-8820	Lumière Élevé	
